Sequence,Stop Name,Stop Coordinate,Check Time,Log Coordinate,Distance,S
17,YAYASAN TAIWAN BUDDHIST (OPP)– JLN 5A/14,"3.09602704547199, 101.606265160397",2019-06-03 03:29:15,"3.09623, 101.6059433",42 meter,16
18,MASJID HIDAYAH – JLN MAJLIS,"3.09899537677687, 101.607111585593",2019-06-03 03:29:55,"3.09782, 101.6070867",130 meter,17
19,RUMAH NO. 21 – JLN SS 3/80,"3.1016, 101.609357",2019-06-03 03:31:15,"3.1023167, 101.6080883",162 meter,18
20,SEK MEN SRI PERMATA – JLN SS 3/80,"3.101569, 101.613331",2019-06-03 03:31:55,"3.1015883, 101.61167",185 meter,19
21,SIMPANG JLN SS1/38 – JLN SS1/36,"3.104599, 101.61648",2019-06-03 03:33:45,"3.102965, 101.6165183",181 meter,20
22,NURSERI (OPP)– JLN SS1/36,"3.108636, 101.616465",2019-06-03 03:34:55,"3.1072217, 101.61624",158 meter,21
23,SEK MEN KEB TAMAN SEA  (OPP)– JLN SS2/3,"3.109894, 101.616525",2019-06-03 03:35:25,"3.1095233, 101.6170183",68 meter,22
1,LRT TMN BAHAGIA,"3.11068977010887, 101.612747206455",2019-06-03 03:14:18,"3.1113092, 101.6129284",71 meter,Sequence
2,RUMAH NO. 57 – JLN SS 4A/1,"3.10763984044263, 101.610927842503",2019-06-03 03:17:20,"3.10933, 101.6115117",198 meter,1
4,SEK. MEN. SRI PERMATA – JLN SS 3/80,"3.10151490209982, 101.614209672132",2019-06-03 03:32:15,"3.1015567, 101.61325",107 meter,2
33,SEK. MEN . KEB. TAMAN SEA – JLN SS 2/3,"3.1106107, 101.6149735",2019-06-03 03:35:35,"3.10993, 101.6164267",178 meter,4
1,LRT TMN BAHAGIA,"3.11068977010887, 101.612747206455",2019-06-03 03:00:33,"3.1114209, 101.6126756",81 meter,Sequence
2,RUMAH NO. 57 – JLN SS4A/1,"3.10767533424092, 101.611201364536",2019-06-03 03:02:42,"3.1093583, 101.6114983",189 meter,1
20,SEK MEN SRI PERMATA – JLN SS 3/80,"3.101569, 101.613331",2019-06-03 03:04:42,"3.1021767, 101.61502",199 meter,2
19,RUMAH NO. 21 – JLN SS 3/80,"3.1016, 101.609357",2019-06-03 03:06:17,"3.1011967, 101.610965",184 meter,20
23,SEK MEN KEB TAMAN SEA  (OPP)– JLN SS2/3,"3.109894, 101.616525",2019-06-03 03:42:32,"3.1103133, 101.6177467",143 meter,19
1,LRT TMN BAHAGIA,"3.11068977010887, 101.612747206455",2019-06-03 03:00:33,"3.1114209, 101.6126756",81 meter,Sequence
2,RUMAH NO. 57 – JLN SS 4A/1,"3.10763984044263, 101.610927842503",2019-06-03 03:02:52,"3.10865, 101.6113617",122 meter,1
3,RUMAH NO. 107 – JLN SS 3/39,"3.1055572225102, 101.611702085264",2019-06-03 03:03:17,"3.1062517, 101.6106967",136 meter,2
4,SEK. MEN. SRI PERMATA – JLN SS 3/80,"3.10151490209982, 101.614209672132",2019-06-03 03:04:27,"3.1030717, 101.6149433",190 meter,3
5,TAMAN PERMAINAN – JLN SS 3/29,"3.09953717185688, 101.610986705879",2019-06-03 03:06:17,"3.1011967, 101.610965",184 meter,4
6,7 ELEVEN – JLN SS 3/29,"3.09682337351054, 101.611003335106",2019-06-03 03:06:47,"3.0978317, 101.610945",112 meter,5
7,RUMAH NO. 1 – JLN SS 3/29,"3.09173167596204, 101.610995720938",2019-06-03 03:09:17,"3.0930333, 101.6108983",144 meter,6
8,PASARAYA BINTANG – JLN SS 8/29,"3.0886277, 101.6141655",2019-06-03 03:10:07,"3.0897417, 101.6129517",183 meter,7
9,PJ21 SRI SURIA – JLN SS 8/39,"3.09009995530852, 101.614893880919",2019-06-03 03:11:07,"3.0894667, 101.6149067",70 meter,8
10,RUMAH NO. 9 – JLN SS 1/11,"3.09328693210492, 101.616557211215",2019-06-03 03:12:17,"3.0923883, 101.6154717",156 meter,9
11,RUMAH NO. 35 – JLN SS 1/11,"3.09527625790925, 101.617587312955",2019-06-03 03:13:07,"3.0947083, 101.617075",85 meter,10
16,MASJID/SEK REN. AGAMA – JLN 229,"3.09581055585597, 101.626158571955",2019-06-03 03:22:02,"3.0946923, 101.6273387",180 meter,11
17,SHELL – PERSIARAN NARAYANAN,"3.09623994321129, 101.63059883685",2019-06-03 03:23:17,"3.0959383, 101.6292433",154 meter,16
18,SEK. MEN. SRI UTAMA – JLN 51A/227,"3.09852573401422, 101.63231163406",2019-06-03 03:24:07,"3.0970467, 101.6321983",164 meter,17
19,BANGUNAN O’CONNOR – JLN 51A/227,"3.1006311, 101.6326407",2019-06-03 03:24:52,"3.0999483, 101.6323417",82 meter,18
20,HONDA TRAINING CENTRE – JLN 51A/227,"3.10137299701371, 101.630645769085",2019-06-03 03:25:17,"3.10135, 101.6315583",101 meter,19
21,SEK. MEN. (P) SRI AMAN – JLN SS 14/47,"3.10342898876476, 101.629160797821",2019-06-03 03:26:22,"3.1029767, 101.6294467",59 meter,20
22,MAZ INTERNATIONAL SCHOOL,"3.104181, 101.625786",2019-06-03 03:26:57,"3.103925, 101.6267333",109 meter,21
23,WISMA JAFER ZAIDI – JLN 20/14,"3.10676403668525, 101.625344054112",2019-06-03 03:27:57,"3.1059, 101.6258717",112 meter,22
24,SHELL – JLN 21/1,"3.10958456021512, 101.623112820665",2019-06-03 03:29:02,"3.1087867, 101.6245967",187 meter,23
25,HERBALINE – JLN 21/11,"3.11196181822721, 101.621221934795",2019-06-03 03:31:57,"3.1112167, 101.62224",140 meter,24
26,PETRON SS 2/24,"3.11389615072979, 101.620627266475",2019-06-03 03:32:27,"3.112845, 101.62006",132 meter,25
31,AUTO FILM – JLNSS 2/24,"3.11521642915048, 101.621698417829",2019-06-03 03:33:02,"3.1152983, 101.62184",18 meter,26
27,BALAI POLIS SEA PARK – JLN SS2/24,"3.11712212470101, 101.623102230366",2019-06-03 03:34:07,"3.1161467, 101.622505",127 meter,31
28,VISION SPACE – JLN SS 2/75,"3.11896809448934, 101.623816438545",2019-06-03 03:35:07,"3.1181917, 101.624145",93 meter,27
29,PUBLIC BANK – JLN SS 2/75,"3.1207195747442, 101.621832946834",2019-06-03 03:35:32,"3.120055, 101.6227567",126 meter,28
30,POH KONG – JLN SS 2/55,"3.1172868, 101.6209125",2019-06-03 03:37:07,"3.1179933, 101.619835",143 meter,29
32,PETRON SEAPARK – JLN SS2/24,"3.11113995129121, 101.618514744918",2019-06-03 03:41:57,"3.1118783, 101.6190033",98 meter,30
33,SEK. MEN . KEB. TAMAN SEA – JLN SS 2/3,"3.1106107, 101.6149735",2019-06-03 03:45:07,"3.1099333, 101.6164567",181 meter,32
1,LRT TMN BAHAGIA,"3.11068977010887, 101.612747206455",2019-06-03 02:58:53,"3.1112582, 101.6123767",75 meter,Sequence
2,RUMAH NO. 57 – JLN SS4A/1,"3.10767533424092, 101.611201364536",2019-06-03 03:00:07,"3.1091517, 101.611445",165 meter,1
3,PETRONAS (OPP ) – JLN SS4B/10,"3.10790754483897, 101.60644396198",2019-06-03 03:01:57,"3.107465, 101.6072817",105 meter,2
4,RUMAH NO. 28/TOP SPEED – JLN SS4B/10,"3.10946518685449, 101.603688366379",2019-06-03 03:02:57,"3.1093267, 101.6050917",157 meter,3
5,KUARTERS  PDRM – JLN SS4B/10,"3.10945518937511, 101.599495808303",2019-06-03 03:03:32,"3.1094967, 101.60068",132 meter,4
6,SEK MEN KELANA JAYA – LDP,"3.10875312257981, 101.596062492728",2019-06-03 03:04:02,"3.10946, 101.596795",113 meter,5
7,SS6 KELANA PARK VIEW,"3.101688, 101.600003",2019-06-03 03:06:02,"3.101445, 101.5983733",183 meter,6
8,P’PURI PKNS/JEJARI RESTORAN – JLN SS6/3,"3.10229623315117, 101.600390567679",2019-06-03 03:06:57,"3.1022767, 101.60044",6 meter,7
9,DATARAN GLOMAC - JLN SS6/3,"3.10355294777375, 101.600324352665",2019-06-03 03:07:12,"3.1033487, 101.6003082",23 meter,8
10,P’RAYA GIANT/PERUMAHAN POLIS – JLN SS5/2,"3.10502300000004, 101.600682",2019-06-03 03:07:47,"3.10462, 101.6001883",71 meter,9
11,SEK KEB KELANA JAYA – JLN SS5/2,"3.104795, 101.607201",2019-06-03 03:09:22,"3.10536, 101.6057567",172 meter,10
12,RUMAH NO. 24 – JLN SS5/1,"3.10310809833283, 101.606752545247",2019-06-03 03:10:07,"3.1035383, 101.6070167",56 meter,11
13,7 ELEVEN - JLN SS5/1,"3.101065, 101.605479",2019-06-03 03:10:32,"3.10179, 101.6059133",94 meter,12
14,RUMAH NO 159 (OPP)/JLN SS 5A/1,"3.09751891740636, 101.604446197537",2019-06-03 03:11:52,"3.0991767, 101.6040817",188 meter,13
15,RUMAH NO. 52 - JLN SS5A/14,"3.097113, 101.604774",2019-06-03 03:12:52,"3.0970617, 101.604825",8 meter,14
16,RUMAH NO. 28 - JLN SS5A/14,"3.09660528450981, 101.605475706997",2019-06-03 03:13:02,"3.09678, 101.60521",35 meter,15
17,YAYASAN TAIWAN BUDDHIST (OPP)– JLN 5A/14,"3.09602704547199, 101.606265160397",2019-06-03 03:13:17,"3.0962617, 101.6058533",53 meter,16
18,MASJID HIDAYAH – JLN MAJLIS,"3.09899537677687, 101.607111585593",2019-06-03 03:14:17,"3.097435, 101.607095",173 meter,17
19,RUMAH NO. 21 – JLN SS 3/80,"3.1016, 101.609357",2019-06-03 03:16:17,"3.1018717, 101.6086883",80 meter,18
20,SEK MEN SRI PERMATA – JLN SS 3/80,"3.101569, 101.613331",2019-06-03 03:17:07,"3.1015883, 101.61203",145 meter,19
21,SIMPANG JLN SS1/38 – JLN SS1/36,"3.104599, 101.61648",2019-06-03 03:18:37,"3.1029217, 101.616445",186 meter,20
22,NURSERI (OPP)– JLN SS1/36,"3.108636, 101.616465",2019-06-03 03:19:37,"3.1072267, 101.616255",158 meter,21
23,SEK MEN KEB TAMAN SEA  (OPP)– JLN SS2/3,"3.109894, 101.616525",2019-06-03 03:20:02,"3.1093283, 101.6170717",87 meter,22
1,LRT TMN BAHAGIA,"3.11068977010887, 101.612747206455",2019-06-03 02:58:53,"3.1112582, 101.6123767",75 meter,Sequence
2,RUMAH NO. 57 – JLN SS 4A/1,"3.10763984044263, 101.610927842503",2019-06-03 03:00:07,"3.1091517, 101.611445",177 meter,1
4,SEK. MEN. SRI PERMATA – JLN SS 3/80,"3.10151490209982, 101.614209672132",2019-06-03 03:17:17,"3.1016017, 101.612575",182 meter,2
33,SEK. MEN . KEB. TAMAN SEA – JLN SS 2/3,"3.1106107, 101.6149735",2019-06-03 03:20:17,"3.1098917, 101.6165083",188 meter,4
23,SEK MEN KEB TAMAN SEA  (OPP)– JLN SS2/3,"3.109894, 101.616525",2019-06-03 03:13:09,"3.1104483, 101.6179017",165 meter,Sequence
1,LRT TMN BAHAGIA,"3.11068977010887, 101.612747206455",2019-06-03 03:16:14,"3.110685, 101.6141267",153 meter,23
30,POH KONG – JLN SS 2/55,"3.1172868, 101.6209125",2019-06-03 03:09:49,"3.1180867, 101.6197117",160 meter,Sequence
31,AUTO FILM – JLNSS 2/24,"3.11521642915048, 101.621698417829",2019-06-03 03:10:59,"3.1162989, 101.6219501",123 meter,30
26,PETRON SS 2/24,"3.11389615072979, 101.620627266475",2019-06-03 03:12:34,"3.113755, 101.620615",16 meter,31
32,PETRON SEAPARK – JLN SS2/24,"3.11113995129121, 101.618514744918",2019-06-03 03:12:49,"3.1123867, 101.61952",177 meter,26
33,SEK. MEN . KEB. TAMAN SEA – JLN SS 2/3,"3.1106107, 101.6149735",2019-06-03 03:15:54,"3.1099717, 101.6163783",171 meter,32
1,LRT TMN BAHAGIA,"3.11068977010887, 101.612747206455",2019-06-03 03:16:19,"3.1108283, 101.613415",76 meter,33
1,LRT TMN BAHAGIA,"3.11068977010887, 101.612747206455",2019-06-03 02:44:48,"3.1102673, 101.6121573",81 meter,Sequence
2,RUMAH NO. 57 – JLN SS4A/1,"3.10767533424092, 101.611201364536",2019-06-03 02:45:03,"3.10893, 101.6114067",141 meter,1
3,PETRONAS (OPP ) – JLN SS4B/10,"3.10790754483897, 101.60644396198",2019-06-03 02:46:13,"3.1074217, 101.6077117",151 meter,2
4,RUMAH NO. 28/TOP SPEED – JLN SS4B/10,"3.10946518685449, 101.603688366379",2019-06-03 02:47:08,"3.1093333, 101.605175",166 meter,3
5,KUARTERS  PDRM – JLN SS4B/10,"3.10945518937511, 101.599495808303",2019-06-03 02:47:53,"3.109495, 101.6001267",70 meter,4
6,SEK MEN KELANA JAYA – LDP,"3.10875312257981, 101.596062492728",2019-06-03 02:48:13,"3.109475, 101.5974933",178 meter,5
7,SS6 KELANA PARK VIEW,"3.101688, 101.600003",2019-06-03 02:50:03,"3.10152, 101.5991933",92 meter,6
8,P’PURI PKNS/JEJARI RESTORAN – JLN SS6/3,"3.10229623315117, 101.600390567679",2019-06-03 02:51:23,"3.102135, 101.60047",20 meter,7
9,DATARAN GLOMAC - JLN SS6/3,"3.10355294777375, 101.600324352665",2019-06-03 02:51:33,"3.1031567, 101.6004033",45 meter,8
10,P’RAYA GIANT/PERUMAHAN POLIS – JLN SS5/2,"3.10502300000004, 101.600682",2019-06-03 02:52:08,"3.1046567, 101.600325",57 meter,9
11,SEK KEB KELANA JAYA – JLN SS5/2,"3.104795, 101.607201",2019-06-03 02:53:43,"3.1053483, 101.6055633",192 meter,10
12,RUMAH NO. 24 – JLN SS5/1,"3.10310809833283, 101.606752545247",2019-06-03 02:54:33,"3.1034833, 101.6069567",47 meter,11
13,7 ELEVEN - JLN SS5/1,"3.101065, 101.605479",2019-06-03 02:55:03,"3.10175, 101.6059133",90 meter,12
14,RUMAH NO 159 (OPP)/JLN SS 5A/1,"3.09751891740636, 101.604446197537",2019-06-03 02:56:03,"3.0988633, 101.6039317",159 meter,13
15,RUMAH NO. 52 - JLN SS5A/14,"3.097113, 101.604774",2019-06-03 02:56:48,"3.0969583, 101.60497",28 meter,14
16,RUMAH NO. 28 - JLN SS5A/14,"3.09660528450981, 101.605475706997",2019-06-03 02:56:58,"3.09663, 101.6053417",15 meter,15
17,YAYASAN TAIWAN BUDDHIST (OPP)– JLN 5A/14,"3.09602704547199, 101.606265160397",2019-06-03 02:57:33,"3.0960887, 101.6060638",23 meter,16
18,MASJID HIDAYAH – JLN MAJLIS,"3.09899537677687, 101.607111585593",2019-06-03 02:58:13,"3.09795, 101.6071083",116 meter,17
19,RUMAH NO. 21 – JLN SS 3/80,"3.1016, 101.609357",2019-06-03 02:59:48,"3.1023233, 101.6080633",165 meter,18
20,SEK MEN SRI PERMATA – JLN SS 3/80,"3.101569, 101.613331",2019-06-03 03:00:23,"3.1015967, 101.6116217",190 meter,19
21,SIMPANG JLN SS1/38 – JLN SS1/36,"3.104599, 101.61648",2019-06-03 03:02:03,"3.1029631, 101.6165419",181 meter,20
22,NURSERI (OPP)– JLN SS1/36,"3.108636, 101.616465",2019-06-03 03:02:53,"3.1070517, 101.616245",177 meter,21
23,SEK MEN KEB TAMAN SEA  (OPP)– JLN SS2/3,"3.109894, 101.616525",2019-06-03 03:03:23,"3.1092933, 101.61703",87 meter,22
1,LRT TMN BAHAGIA,"3.11068977010887, 101.612747206455",2019-06-03 02:44:48,"3.1102673, 101.6121573",81 meter,Sequence
2,RUMAH NO. 57 – JLN SS 4A/1,"3.10763984044263, 101.610927842503",2019-06-03 02:45:03,"3.10893, 101.6114067",152 meter,1
4,SEK. MEN. SRI PERMATA – JLN SS 3/80,"3.10151490209982, 101.614209672132",2019-06-03 03:00:43,"3.1016167, 101.6132117",112 meter,2
33,SEK. MEN . KEB. TAMAN SEA – JLN SS 2/3,"3.1106107, 101.6149735",2019-06-03 03:03:43,"3.11016, 101.616165",142 meter,4
1,LRT TMN BAHAGIA,"3.11068977010887, 101.612747206455",2019-06-03 02:43:30,"3.1111915, 101.6125183",61 meter,Sequence
2,RUMAH NO. 57 – JLN SS4A/1,"3.10767533424092, 101.611201364536",2019-06-03 02:44:41,"3.1092817, 101.6115267",181 meter,1
20,SEK MEN SRI PERMATA – JLN SS 3/80,"3.101569, 101.613331",2019-06-03 02:46:21,"3.1019633, 101.6150283",194 meter,2
19,RUMAH NO. 21 – JLN SS 3/80,"3.1016, 101.609357",2019-06-03 02:47:21,"3.101355, 101.6108983",173 meter,20
23,SEK MEN KEB TAMAN SEA  (OPP)– JLN SS2/3,"3.109894, 101.616525",2019-06-03 03:33:21,"3.1099383, 101.6175433",113 meter,19
1,LRT TMN BAHAGIA,"3.11068977010887, 101.612747206455",2019-06-03 02:43:30,"3.1111915, 101.6125183",61 meter,Sequence
2,RUMAH NO. 57 – JLN SS 4A/1,"3.10763984044263, 101.610927842503",2019-06-03 02:44:41,"3.1092817, 101.6115267",193 meter,1
3,RUMAH NO. 107 – JLN SS 3/39,"3.1055572225102, 101.611702085264",2019-06-03 02:45:26,"3.10588, 101.6109067",95 meter,2
4,SEK. MEN. SRI PERMATA – JLN SS 3/80,"3.10151490209982, 101.614209672132",2019-06-03 02:46:11,"3.1028183, 101.615015",170 meter,3
5,TAMAN PERMAINAN – JLN SS 3/29,"3.09953717185688, 101.610986705879",2019-06-03 02:47:31,"3.100475, 101.6109483",104 meter,4
6,7 ELEVEN – JLN SS 3/29,"3.09682337351054, 101.611003335106",2019-06-03 02:48:21,"3.0977633, 101.6109633",104 meter,5
7,RUMAH NO. 1 – JLN SS 3/29,"3.09173167596204, 101.610995720938",2019-06-03 02:50:01,"3.093405, 101.61096",185 meter,6
8,PASARAYA BINTANG – JLN SS 8/29,"3.0886277, 101.6141655",2019-06-03 02:51:11,"3.0896367, 101.6128817",181 meter,7
9,PJ21 SRI SURIA – JLN SS 8/39,"3.09009995530852, 101.614893880919",2019-06-03 02:52:11,"3.0898717, 101.614945",26 meter,8
10,RUMAH NO. 9 – JLN SS 1/11,"3.09328693210492, 101.616557211215",2019-06-03 02:53:01,"3.0924685, 101.6149877",197 meter,9
11,RUMAH NO. 35 – JLN SS 1/11,"3.09527625790925, 101.617587312955",2019-06-03 02:54:06,"3.0944283, 101.6168867",122 meter,10
16,MASJID/SEK REN. AGAMA – JLN 229,"3.09581055585597, 101.626158571955",2019-06-03 03:00:41,"3.0946008, 101.6274456",196 meter,11
17,SHELL – PERSIARAN NARAYANAN,"3.09623994321129, 101.63059883685",2019-06-03 03:01:31,"3.0958617, 101.629085",173 meter,16
18,SEK. MEN. SRI UTAMA – JLN 51A/227,"3.09852573401422, 101.63231163406",2019-06-03 03:02:16,"3.097115, 101.63222",156 meter,17
19,BANGUNAN O’CONNOR – JLN 51A/227,"3.1006311, 101.6326407",2019-06-03 03:02:41,"3.1000183, 101.6322917",78 meter,18
20,HONDA TRAINING CENTRE – JLN 51A/227,"3.10137299701371, 101.630645769085",2019-06-03 03:03:01,"3.101415, 101.6316567",112 meter,19
21,SEK. MEN. (P) SRI AMAN – JLN SS 14/47,"3.10342898876476, 101.629160797821",2019-06-03 03:04:06,"3.1022833, 101.6294817",132 meter,20
22,MAZ INTERNATIONAL SCHOOL,"3.104181, 101.625786",2019-06-03 03:04:41,"3.1040133, 101.6266633",99 meter,21
23,WISMA JAFER ZAIDI – JLN 20/14,"3.10676403668525, 101.625344054112",2019-06-03 03:05:41,"3.10584, 101.6259",119 meter,22
24,SHELL – JLN 21/1,"3.10958456021512, 101.623112820665",2019-06-03 03:06:36,"3.1087983, 101.6242817",156 meter,23
25,HERBALINE – JLN 21/11,"3.11196181822721, 101.621221934795",2019-06-03 03:17:01,"3.111185, 101.6222817",146 meter,24
26,PETRON SS 2/24,"3.11389615072979, 101.620627266475",2019-06-03 03:23:06,"3.1129517, 101.620135",118 meter,25
31,AUTO FILM – JLNSS 2/24,"3.11521642915048, 101.621698417829",2019-06-03 03:23:36,"3.1148067, 101.621415",55 meter,26
27,BALAI POLIS SEA PARK – JLN SS2/24,"3.11712212470101, 101.623102230366",2019-06-03 03:25:11,"3.116325, 101.62264",102 meter,31
28,VISION SPACE – JLN SS 2/75,"3.11896809448934, 101.623816438545",2019-06-03 03:26:41,"3.1178183, 101.62426",136 meter,27
29,PUBLIC BANK – JLN SS 2/75,"3.1207195747442, 101.621832946834",2019-06-03 03:27:46,"3.1207, 101.6219833",17 meter,28
30,POH KONG – JLN SS 2/55,"3.1172868, 101.6209125",2019-06-03 03:29:21,"3.118155, 101.61959",176 meter,29
32,PETRON SEAPARK – JLN SS2/24,"3.11113995129121, 101.618514744918",2019-06-03 03:33:01,"3.11185, 101.619055",99 meter,30
33,SEK. MEN . KEB. TAMAN SEA – JLN SS 2/3,"3.1106107, 101.6149735",2019-06-03 03:33:46,"3.109975, 101.6163717",171 meter,32
1,LRT TMN BAHAGIA,"3.11068977010887, 101.612747206455",2019-06-03 02:30:41,"3.1107171, 101.612685",8 meter,Sequence
2,RUMAH NO. 57 – JLN SS4A/1,"3.10767533424092, 101.611201364536",2019-06-03 02:33:20,"3.1084733, 101.611285",89 meter,1
20,SEK MEN SRI PERMATA – JLN SS 3/80,"3.101569, 101.613331",2019-06-03 02:35:10,"3.1018433, 101.615025",191 meter,2
19,RUMAH NO. 21 – JLN SS 3/80,"3.1016, 101.609357",2019-06-03 02:36:05,"3.1015517, 101.61102",185 meter,20
23,SEK MEN KEB TAMAN SEA  (OPP)– JLN SS2/3,"3.109894, 101.616525",2019-06-03 03:13:10,"3.1105817, 101.6180083",182 meter,19
1,LRT TMN BAHAGIA,"3.11068977010887, 101.612747206455",2019-06-03 02:30:41,"3.1107171, 101.612685",8 meter,Sequence
2,RUMAH NO. 57 – JLN SS 4A/1,"3.10763984044263, 101.610927842503",2019-06-03 02:33:20,"3.1084733, 101.611285",100 meter,1
3,RUMAH NO. 107 – JLN SS 3/39,"3.1055572225102, 101.611702085264",2019-06-03 02:33:45,"3.1061767, 101.6108167",120 meter,2
4,SEK. MEN. SRI PERMATA – JLN SS 3/80,"3.10151490209982, 101.614209672132",2019-06-03 02:34:55,"3.1030783, 101.6149083",190 meter,3
5,TAMAN PERMAINAN – JLN SS 3/29,"3.09953717185688, 101.610986705879",2019-06-03 02:36:15,"3.1005933, 101.610975",117 meter,4
6,7 ELEVEN – JLN SS 3/29,"3.09682337351054, 101.611003335106",2019-06-03 02:36:40,"3.0977917, 101.6109633",107 meter,5
7,RUMAH NO. 1 – JLN SS 3/29,"3.09173167596204, 101.610995720938",2019-06-03 02:38:45,"3.0934567, 101.61094",191 meter,6
8,PASARAYA BINTANG – JLN SS 8/29,"3.0886277, 101.6141655",2019-06-03 02:40:25,"3.08871, 101.613005",129 meter,7
9,PJ21 SRI SURIA – JLN SS 8/39,"3.09009995530852, 101.614893880919",2019-06-03 02:42:30,"3.0897217, 101.6148967",42 meter,8
10,RUMAH NO. 9 – JLN SS 1/11,"3.09328693210492, 101.616557211215",2019-06-03 02:43:10,"3.0924617, 101.6151017",186 meter,9
11,RUMAH NO. 35 – JLN SS 1/11,"3.09527625790925, 101.617587312955",2019-06-03 02:44:35,"3.0951367, 101.6173267",33 meter,10
16,MASJID/SEK REN. AGAMA – JLN 229,"3.09581055585597, 101.626158571955",2019-06-03 02:51:35,"3.0946433, 101.627448",193 meter,11
17,SHELL – PERSIARAN NARAYANAN,"3.09623994321129, 101.63059883685",2019-06-03 02:52:10,"3.0957633, 101.6288835",198 meter,16
18,SEK. MEN. SRI UTAMA – JLN 51A/227,"3.09852573401422, 101.63231163406",2019-06-03 02:52:55,"3.0969133, 101.6321833",179 meter,17
19,BANGUNAN O’CONNOR – JLN 51A/227,"3.1006311, 101.6326407",2019-06-03 02:53:25,"3.100075, 101.6323933",67 meter,18
20,HONDA TRAINING CENTRE – JLN 51A/227,"3.10137299701371, 101.630645769085",2019-06-03 02:53:45,"3.101385, 101.6317533",123 meter,19
21,SEK. MEN. (P) SRI AMAN – JLN SS 14/47,"3.10342898876476, 101.629160797821",2019-06-03 02:54:35,"3.102195, 101.6294783",141 meter,20
22,MAZ INTERNATIONAL SCHOOL,"3.104181, 101.625786",2019-06-03 02:55:10,"3.1041033, 101.6274617",186 meter,21
23,WISMA JAFER ZAIDI – JLN 20/14,"3.10676403668525, 101.625344054112",2019-06-03 02:57:15,"3.1059467, 101.6258333",105 meter,22
24,SHELL – JLN 21/1,"3.10958456021512, 101.623112820665",2019-06-03 02:58:15,"3.1087603, 101.6245778",187 meter,23
25,HERBALINE – JLN 21/11,"3.11196181822721, 101.621221934795",2019-06-03 03:01:00,"3.1110949, 101.6223546",158 meter,24
26,PETRON SS 2/24,"3.11389615072979, 101.620627266475",2019-06-03 03:06:05,"3.113015, 101.619955",123 meter,25
31,AUTO FILM – JLNSS 2/24,"3.11521642915048, 101.621698417829",2019-06-03 03:06:35,"3.115065, 101.6216183",19 meter,26
27,BALAI POLIS SEA PARK – JLN SS2/24,"3.11712212470101, 101.623102230366",2019-06-03 03:07:20,"3.116495, 101.6226633",85 meter,31
28,VISION SPACE – JLN SS 2/75,"3.11896809448934, 101.623816438545",2019-06-03 03:07:55,"3.118105, 101.624205",105 meter,27
29,PUBLIC BANK – JLN SS 2/75,"3.1207195747442, 101.621832946834",2019-06-03 03:08:20,"3.1201267, 101.6225783",106 meter,28
30,POH KONG – JLN SS 2/55,"3.1172868, 101.6209125",2019-06-03 03:09:55,"3.1179967, 101.6197767",149 meter,29
32,PETRON SEAPARK – JLN SS2/24,"3.11113995129121, 101.618514744918",2019-06-03 03:12:55,"3.1120533, 101.6192517",130 meter,30
33,SEK. MEN . KEB. TAMAN SEA – JLN SS 2/3,"3.1106107, 101.6149735",2019-06-03 03:16:00,"3.11008, 101.616245",153 meter,32
2,RUMAH NO. 57 – JLN SS4A/1,"3.10767533424092, 101.611201364536",2019-06-03 02:30:27,"3.1094025, 101.6115009",194 meter,Sequence
3,PETRONAS (OPP ) – JLN SS4B/10,"3.10790754483897, 101.60644396198",2019-06-03 02:33:09,"3.1074467, 101.60718",96 meter,2
4,RUMAH NO. 28/TOP SPEED – JLN SS4B/10,"3.10946518685449, 101.603688366379",2019-06-03 02:33:54,"3.1093133, 101.6050917",157 meter,3
5,KUARTERS  PDRM – JLN SS4B/10,"3.10945518937511, 101.599495808303",2019-06-03 02:34:54,"3.1094867, 101.60032",92 meter,4
6,SEK MEN KELANA JAYA – LDP,"3.10875312257981, 101.596062492728",2019-06-03 02:35:14,"3.10953, 101.5975567",187 meter,5
7,SS6 KELANA PARK VIEW,"3.101688, 101.600003",2019-06-03 02:37:09,"3.1015417, 101.5988133",133 meter,6
8,P’PURI PKNS/JEJARI RESTORAN – JLN SS6/3,"3.10229623315117, 101.600390567679",2019-06-03 02:38:14,"3.102285, 101.6003767",2 meter,7
9,DATARAN GLOMAC - JLN SS6/3,"3.10355294777375, 101.600324352665",2019-06-03 02:38:24,"3.1032367, 101.6003467",35 meter,8
10,P’RAYA GIANT/PERUMAHAN POLIS – JLN SS5/2,"3.10502300000004, 101.600682",2019-06-03 02:38:59,"3.1043683, 101.6003317",82 meter,9
11,SEK KEB KELANA JAYA – JLN SS5/2,"3.104795, 101.607201",2019-06-03 02:41:14,"3.10527, 101.60613",130 meter,10
12,RUMAH NO. 24 – JLN SS5/1,"3.10310809833283, 101.606752545247",2019-06-03 02:41:49,"3.1034517, 101.6068433",39 meter,11
13,7 ELEVEN - JLN SS5/1,"3.101065, 101.605479",2019-06-03 02:42:09,"3.10197, 101.6060133",116 meter,12
14,RUMAH NO 159 (OPP)/JLN SS 5A/1,"3.09751891740636, 101.604446197537",2019-06-03 02:43:09,"3.098795, 101.60379",159 meter,13
15,RUMAH NO. 52 - JLN SS5A/14,"3.097113, 101.604774",2019-06-03 02:43:39,"3.0972133, 101.60468",15 meter,14
